"TransactionNo","LogSalePrice","SalePrice","DateOfSale","NumberOfBedrooms","NumberOfBathrooms","NumberOfFloors","LivingSpace","TotalArea","AboveGroundFloor","ConstructionYear","RenovationYear","BasementSize","WaterfronView","View","ZipCode","RenovationFlag","WaterfrontView","SeattleFlag","DaysSinceSale","SaleYear","SaleMonth","condition","grade"
"8793",3278602660,12.1756134380455,194000,"20140520T000000","1","1","1",820,1060,760,2007,0,60,0,"0",98126,"No","0","Yes",1020,2014,5,3,8
"8794",3278602670,12.2991075114974,219500,"20140930T000000","1","1","1",820,1060,760,2007,0,60,0,"0",98126,"No","0","Yes",887,2014,9,3,8
"8795",3278602760,12.8209879778205,369900,"20150203T000000","2","2.5","3",1770,1853,1770,2007,0,0,0,"0",98126,"No","0","Yes",761,2015,2,3,8
"8796",3278603000,13.0368054890427,459000,"20150504T000000","3","3","2",2440,2076,1930,2006,0,510,0,"0",98126,"No","0","Yes",671,2015,5,3,8
"8797",3278604400,12.5602444592508,285000,"20140602T000000","2","2.5","2",1380,1073,1140,2011,0,240,0,"0",98126,"No","0","Yes",1007,2014,6,3,7
"8798",3278604510,12.8049091466189,364000,"20140625T000000","3","2.5","2",1800,2790,1800,2011,0,0,0,"0",98126,"No","0","Yes",984,2014,6,3,8
"8799",3278605550,12.8076526325646,365000,"20140609T000000","3","2.5","2",1800,2700,1800,2011,0,0,0,"0",98126,"No","0","Yes",1000,2014,6,3,8
"8800",3278605570,12.8007797532769,362500,"20140619T000000","3","2.5","2",1800,2700,1800,2011,0,0,0,"0",98126,"No","0","Yes",990,2014,6,3,8
"8801",3278605590,12.8346813049525,375000,"20140926T000000","3","2.5","2",1580,3825,1580,2011,0,0,0,"0",98126,"No","0","Yes",891,2014,9,3,8
"8802",3278606050,12.8007797532769,362500,"20150401T000000","3","3.5","2",1710,2212,1400,2013,0,310,0,"0",98126,"No","0","Yes",704,2015,4,3,7
"8803",3278606110,12.8346813049525,375000,"20150108T000000","3","2.5","2",1580,2407,1580,2013,0,0,0,"0",98126,"No","0","Yes",787,2015,1,3,8
"8804",3278606200,12.8452914840646,379000,"20140919T000000","3","2.5","2",1580,3075,1580,2013,0,0,0,"0",98126,"No","0","Yes",898,2014,9,3,8
"8805",3278611450,13.1159428096014,496800,"20150326T000000","4","2.25","2.5",1850,2340,1850,2014,0,0,0,"0",98126,"No","0","Yes",710,2015,3,3,8
"8806",3278611600,12.8476633391757,379900,"20140714T000000","3","2.5","2",1800,2791,1800,2011,0,0,0,"0",98126,"No","0","Yes",965,2014,7,3,8
"8807",3278611610,12.8476633391757,379900,"20140907T000000","3","2.5","2",1800,2792,1800,2011,0,0,0,"0",98126,"No","0","Yes",910,2014,9,3,8
"8808",3278612370,12.7654026783558,349900,"20140811T000000","3","2.5","2",1580,2765,1580,2011,0,0,0,"0",98126,"No","0","Yes",937,2014,8,3,8
"8809",3278612450,12.8764628389675,391000,"20150407T000000","3","2.5","2",1800,1120,1800,2011,0,0,0,"0",98126,"No","0","Yes",698,2015,4,3,8
"8810",3278612570,12.5913350463208,294000,"20140724T000000","2","2.5","2",1380,889,1140,2012,0,240,0,"0",98126,"No","0","Yes",955,2014,7,3,7
"8811",3278613060,12.9598444479066,425000,"20140805T000000","4","2.5","2",1900,2766,1900,2014,0,0,0,"0",98106,"No","0","Yes",943,2014,8,3,8
"8812",3278613210,12.7910498119293,358990,"20140728T000000","3","3.25","2",1710,2171,1400,2014,0,310,0,"0",98106,"No","0","Yes",951,2014,7,3,7
"8813",3279000070,12.2783933071098,215000,"20140828T000000","4","1.5","1",1430,8775,1030,1979,0,400,0,"0",98023,"No","0","No",920,2014,8,3,7
"8814",3279000120,12.5208833853702,274000,"20141222T000000","2","2","1",1700,7992,950,1980,0,750,0,"0",98023,"No","0","No",804,2014,12,4,7
"8815",3279000240,12.3566455040095,232500,"20150330T000000","3","2","1",1370,9760,1110,1979,0,260,0,"0",98023,"No","0","No",706,2015,3,4,7
"8816",3279000370,12.5389670608035,279000,"20150202T000000","3","2.5","1",1500,7350,1060,1979,0,440,0,"0",98023,"No","0","No",762,2015,2,2,7
"8817",3279000420,12.3587937325478,233000,"20150115T000000","3","1.75","1",1460,7800,1040,1979,0,420,0,"0",98023,"No","0","No",780,2015,1,2,7
"8818",3279000460,12.1884177102915,196500,"20140926T000000","3","2","1",1310,7000,1310,1979,0,0,0,"0",98023,"No","0","No",891,2014,9,4,7
"8819",3279050130,12.9456261989043,419000,"20140910T000000","3","2.5","2",3310,21096,3310,2004,0,0,0,"2",98023,"No","0","No",907,2014,9,3,9
"8820",3286800110,13.2621253197795,575000,"20140904T000000","5","1.75","1",2980,53578,2230,1976,0,750,0,"0",98027,"No","0","No",913,2014,9,4,9
"8821",3286800260,13.5670491986658,780000,"20150506T000000","5","2.5","1",3480,74052,1980,1972,0,1500,0,"0",98027,"No","0","No",669,2015,5,4,8
"8822",3286800370,13.2878778158819,590000,"20150206T000000","5","3.25","1",4020,40341,2170,1970,0,1850,0,"0",98027,"No","0","No",758,2015,2,5,8
"8823",3288020050,12.7798730684576,355000,"20140627T000000","4","2.5","2",1890,7867,1890,1996,0,0,0,"0",98038,"No","0","No",982,2014,6,3,8
"8824",3288100100,12.9503881126645,421000,"20141120T000000","4","2.25","1",1310,8400,1310,1966,0,0,0,"0",98034,"No","0","No",836,2014,11,4,7
"8825",3288100290,13.312983737013,605000,"20150507T000000","3","2.75","1.5",3230,9576,3230,1966,0,0,0,"0",98034,"No","0","No",668,2015,5,4,8
"8826",3288200030,12.9116423460887,405000,"20140829T000000","4","2.5","1",2030,9095,1130,1972,0,900,0,"0",98034,"No","0","No",919,2014,8,4,7
"8827",3288200360,13.0236474044652,453000,"20150326T000000","3","1","1.5",2160,11484,2160,1968,0,0,0,"0",98034,"No","0","No",710,2015,3,4,7
"8828",3288200470,13.0919041699196,485000,"20150204T000000","3","1.75","1",1950,10080,1950,1967,0,0,0,"0",98034,"No","0","No",760,2015,2,4,7
"8829",3288200710,13.0497926845695,465000,"20140527T000000","3","2","1",1560,8640,1560,1967,0,0,0,"0",98034,"No","0","No",1013,2014,5,5,7
"8830",3288300920,13.0454823330684,463000,"20150421T000000","3","1.75","1",2020,11095,1480,1975,0,540,0,"0",98034,"No","0","No",684,2015,4,4,7
"8831",3288301010,13.279367126214,585000,"20140625T000000","4","2.75","1",2890,6825,1560,1973,0,1330,0,"0",98034,"No","0","No",984,2014,6,3,8
"8832",3288301030,13.3423017977696,623000,"20150319T000000","3","2.75","1",2390,21804,1450,1973,0,940,0,"0",98034,"No","0","No",717,2015,3,3,8
"8833",3288301050,13.0856993930327,482000,"20140819T000000","4","2.75","1",3010,15750,1560,1973,0,1450,0,"0",98034,"No","0","No",929,2014,8,4,8
"8834",3288301330,13.0710700830168,475000,"20150408T000000","3","1.75","1",1890,7560,1430,1973,0,460,0,"0",98034,"No","0","No",697,2015,4,3,8
"8835",3288301410,13.0710700830168,475000,"20140911T000000","4","2.25","2",2110,7560,2110,1974,0,0,0,"0",98034,"No","0","No",906,2014,9,4,8
"8836",3290800215,13.1900220258781,535000,"20140730T000000","2","1","1",980,4120,830,1950,2014,150,0,"0",98115,"Yes","0","Yes",949,2014,7,3,7
"8837",3291800120,12.4780063610138,262500,"20150102T000000","3","1","1",970,7854,970,1980,0,0,0,"0",98056,"No","0","No",793,2015,1,4,7
"8838",3291800140,12.3458345879053,230000,"20141107T000000","3","1","1",1360,9310,1020,1980,0,340,0,"0",98056,"No","0","No",849,2014,11,4,7
"8839",3291800510,12.6443275764613,310000,"20140610T000000","3","1.75","1",1420,7650,1100,1984,0,320,0,"0",98056,"No","0","No",999,2014,6,4,7
"8840",3291800660,12.9141084385839,406000,"20150313T000000","3","1.75","1",1390,7904,1390,1985,0,0,0,"0",98056,"No","0","No",723,2015,3,3,7
"8841",3291800670,12.9922546920573,439000,"20140630T000000","3","2.5","1",3180,7904,1810,2006,0,1370,0,"0",98056,"No","0","No",979,2014,6,3,8
"8842",3291800710,12.7308011744652,338000,"20141120T000000","4","3","1",2090,7500,1370,1986,0,720,0,"0",98056,"No","0","No",836,2014,11,3,7
"8843",3291800780,12.8346813049525,375000,"20150203T000000","4","2.5","1",2090,8325,1470,1983,0,620,0,"0",98056,"No","0","No",761,2015,2,4,7
"8844",3293200190,13.9288392432713,1120000,"20141213T000000","4","3.25","2",4750,62365,4750,1988,0,0,0,"0",98052,"No","0","No",813,2014,12,3,11
"8845",3293400010,13.7642172635767,950000,"20150304T000000","5","2.5","2",3450,35880,3450,1992,0,0,0,"0",98052,"No","0","No",732,2015,3,3,11
"8846",3293400020,13.721199878493,910000,"20150116T000000","4","3.5","2",3570,27699,3570,1990,0,0,0,"0",98052,"No","0","No",779,2015,1,3,11
"8847",3293700105,12.8609986132699,385000,"20150428T000000","3","2","1",1600,10318,930,1941,0,670,0,"0",98133,"No","0","Yes",677,2015,4,3,7
"8848",3293700221,12.5425448821514,280000,"20141021T000000","3","1","1",1260,7660,1260,1947,0,0,0,"0",98133,"No","0","Yes",866,2014,10,3,6
"8849",3293700480,12.9359133100266,414950,"20141020T000000","4","1.75","1",2200,8545,1100,1918,1982,1100,0,"0",98133,"Yes","0","Yes",867,2014,10,4,7
"8850",3293700482,13.1402032955327,509000,"20150114T000000","3","2.25","2",1780,9315,1780,1996,0,0,0,"0",98133,"No","0","Yes",781,2015,1,3,7
"8851",3293700496,12.5061772379805,270000,"20140814T000000","4","1.75","1",1850,7730,1100,1956,0,750,0,"0",98133,"No","0","Yes",934,2014,8,5,7
"8855",3293700521,12.8713346226006,389000,"20150414T000000","3","1.75","1",1820,8028,1220,1980,0,600,0,"0",98133,"No","0","Yes",691,2015,4,3,7
"8856",3294700030,12.5459319965403,280950,"20140509T000000","3","1.75","1",1390,8700,840,1912,0,550,0,"3",98055,"No","0","No",1031,2014,5,4,7
"8857",3294700101,12.594730635322,295000,"20140909T000000","2","1.75","1.5",1050,6500,1050,1925,0,0,0,"2",98055,"No","0","No",908,2014,9,4,6
"8858",3294700310,12.4722756863048,261000,"20140902T000000","2","1","1",750,8125,750,1943,0,0,0,"0",98055,"No","0","No",915,2014,9,4,6
"8859",3294700320,12.6915804613119,325000,"20150331T000000","2","1","1",1070,8750,1070,1951,0,0,0,"0",98055,"No","0","No",705,2015,3,3,7
"8860",3294700421,12.8713346226006,389000,"20150225T000000","3","1.5","1",2030,10075,1080,1961,0,950,0,"0",98055,"No","0","No",739,2015,2,5,7
"8861",3295450050,12.6823068245265,322000,"20150109T000000","4","2.5","2",1950,4553,1950,2000,0,0,0,"0",98056,"No","0","No",786,2015,1,3,7
"8862",3295610080,13.7233952690565,912000,"20150401T000000","4","2.75","2",4030,10888,4030,1997,0,0,0,"0",98075,"No","0","No",704,2015,4,3,10
"8863",3295610200,13.5541457938299,770000,"20140625T000000","4","2.5","2",3920,12415,3920,1997,0,0,0,"0",98075,"No","0","No",984,2014,6,3,10
"8864",3295610350,13.6529916284665,850000,"20150323T000000","5","2.75","2",3430,15119,3430,1998,0,0,0,"0",98075,"No","0","No",713,2015,3,3,10
"8865",3295610490,13.7222981762421,911000,"20150504T000000","4","3.25","2",3526,15958,3526,1997,0,0,0,"0",98075,"No","0","No",671,2015,5,3,10
"8866",3295700060,13.1223633774043,5e+05,"20140602T000000","3","2","1",1720,5525,960,1941,0,760,0,"2",98108,"No","0","Yes",1007,2014,6,5,7
"8867",3295710150,12.5061772379805,270000,"20141015T000000","3","2.5","2",1660,5550,1660,2002,0,0,0,"0",98198,"No","0","No",872,2014,10,3,7
"8868",3295730040,13.2827800988102,587000,"20140715T000000","3","2.5","2",2150,5193,2150,1995,0,0,0,"0",98033,"No","0","No",964,2014,7,3,8
"8869",3295730050,13.2516357131085,569000,"20141001T000000","3","2.5","2",2150,8060,2150,1995,0,0,0,"0",98033,"No","0","No",886,2014,10,3,8
"8870",3295750550,12.5776362019627,290000,"20141124T000000","3","2","1",1760,6600,1760,1998,0,0,0,"0",98030,"No","0","No",832,2014,11,3,7
"8871",3295750610,12.594730635322,295000,"20140904T000000","3","2","1",1760,6092,1760,1998,0,0,0,"0",98030,"No","0","No",913,2014,9,3,7
"8872",3295900490,12.9551274580284,423000,"20140729T000000","4","2.5","2",2320,4254,2320,2004,0,0,0,"0",98059,"No","0","No",950,2014,7,3,8
"8873",3295900520,12.971424201839,429950,"20141107T000000","4","2.5","2",2320,4524,2320,2004,0,0,0,"0",98059,"No","0","No",849,2014,11,3,8
"8874",3295950240,12.6237956510338,303700,"20140905T000000","3","2.5","2",1981,5700,1981,2010,0,0,0,"0",98030,"No","0","No",912,2014,9,3,8
"8875",3296000040,13.2030212804218,542000,"20140923T000000","3","2.5","1",1990,15985,1540,1964,0,450,0,"0",98007,"No","0","No",894,2014,9,3,8
"8876",3296000110,13.3770055957779,645000,"20140602T000000","4","2.5","1",2430,14400,1670,1963,0,760,0,"0",98007,"No","0","No",1007,2014,6,5,8
"8877",3296000170,13.2267233927286,555000,"20141229T000000","5","2.75","1",2810,13144,1440,1964,0,1370,0,"0",98007,"No","0","No",797,2014,12,3,8
"8878",3296900130,13.1577305212416,518000,"20141007T000000","4","2.5","2",2830,13760,2830,1993,0,0,0,"0",98019,"No","0","No",880,2014,10,3,8
"8879",3296900160,13.0001957434301,442500,"20140609T000000","4","2.5","2",2170,14024,2170,1992,0,0,0,"0",98019,"No","0","No",1000,2014,6,3,8
"8880",3296900280,12.9598444479066,425000,"20150325T000000","3","2.5","2",1800,14036,1800,1993,0,0,0,"0",98019,"No","0","No",711,2015,3,3,8
"8881",3297700100,13.2655975454902,577000,"20140903T000000","3","1.75","1",1740,5500,970,1953,0,770,0,"0",98116,"No","0","Yes",914,2014,9,5,7
"8882",3298200320,13.0058295611484,445000,"20140624T000000","4","1.75","1",1250,7400,1250,1959,0,0,0,"0",98008,"No","0","No",985,2014,6,5,6
"8883",3298200620,12.7882882653828,358000,"20140714T000000","3","1","1",940,6695,940,1959,0,0,0,"0",98008,"No","0","No",965,2014,7,4,6
"8884",3298200790,13.0710700830168,475000,"20140812T000000","3","1","1",1270,8000,1270,1959,0,0,0,"0",98008,"No","0","No",936,2014,8,4,6
"8885",3298201170,12.7656884334656,350000,"20141110T000000","3","1","1",940,7811,940,1959,0,0,0,"0",98008,"No","0","No",846,2014,11,3,6
"8886",3298201290,12.8212582846204,370000,"20141224T000000","3","1","1",940,7910,940,1959,0,0,0,"0",98008,"No","0","No",802,2014,12,4,6
"8887",3298300130,13.0708700630141,474905,"20150206T000000","4","1.5","1",1340,6200,1340,1959,0,0,0,"0",98008,"No","0","No",758,2015,2,5,6
"8888",3298300140,12.7798730684576,355000,"20141024T000000","3","1","1",1210,6650,1210,1959,0,0,0,"0",98008,"No","0","No",863,2014,10,3,6
"8889",3298300210,12.9831013100708,435000,"20150219T000000","3","1","1",940,7590,940,1959,0,0,0,"0",98008,"No","0","No",745,2015,2,4,6
"8890",3298300420,12.7770521921159,354000,"20150331T000000","3","1","1",990,7590,990,1959,0,0,0,"0",98008,"No","0","No",705,2015,3,3,6
"8891",3298300530,12.768541502448,351000,"20140924T000000","4","1","1",1550,7260,1550,1959,0,0,0,"0",98008,"No","0","No",893,2014,9,4,6
"8892",3298400350,12.6523597481586,312500,"20150105T000000","3","1","1",1170,7350,1170,1960,0,0,0,"0",98008,"No","0","No",790,2015,1,4,7
"8893",3298400470,12.9886033872248,437400,"20150204T000000","3","1.75","1",2150,8925,2150,1960,0,0,0,"0",98008,"No","0","No",760,2015,2,4,7
"8894",3298500690,12.6115377536383,3e+05,"20140708T000000","3","1","1",1150,7314,1150,1960,0,0,0,"0",98008,"No","0","No",971,2014,7,3,7
"8895",3298600340,12.8992198260901,4e+05,"20140905T000000","6","3","1",3320,15600,1660,1977,0,1660,0,"0",98092,"No","0","No",912,2014,9,4,8
"8896",3298600440,12.4684369099977,260000,"20140810T000000","4","2.25","2",2320,16800,2320,1977,0,0,0,"0",98092,"No","0","No",938,2014,8,4,9
"8897",3298600850,12.3673407931263,235000,"20141216T000000","3","1.75","1",1370,14030,1370,1977,0,0,0,"0",98092,"No","0","No",810,2014,12,4,8
"8898",3298700012,12.594730635322,295000,"20150320T000000","2","1","1",720,4125,720,1943,0,0,0,"0",98106,"No","0","Yes",716,2015,3,4,6
"8899",3298700110,12.829333698626,373000,"20141109T000000","3","2.5","1",2990,6771,1550,2003,0,1440,0,"0",98106,"No","0","Yes",847,2014,11,3,7
"8900",3298700125,12.5425448821514,280000,"20140905T000000","2","1","1",910,4662,910,1942,0,0,0,"0",98106,"No","0","Yes",912,2014,9,5,6
"8901",3298700156,12.6443275764613,310000,"20140610T000000","3","2.5","1",1780,6771,1230,1990,0,550,0,"0",98106,"No","0","Yes",999,2014,6,3,7
"8902",3298700302,12.5672374947418,287000,"20141212T000000","2","1.5","1",720,4346,720,1942,0,0,0,"0",98106,"No","0","Yes",814,2014,12,4,6
"8903",3298700305,12.5098740998618,271000,"20141229T000000","2","1","1",710,4240,710,1942,0,0,0,"0",98106,"No","0","Yes",797,2014,12,4,6
"8904",3298700426,12.3307209500953,226550,"20140709T000000","3","1","1",990,4440,990,1943,0,0,0,"0",98106,"No","0","Yes",970,2014,7,3,6
"8905",3298700671,12.4684369099977,260000,"20140731T000000","2","1","1",820,6771,820,1918,0,0,0,"0",98106,"No","0","Yes",948,2014,7,4,6
"8906",3298700820,11.982929094216,160000,"20141024T000000","3","1.75","1",1010,5355,1010,1950,0,0,0,"0",98106,"No","0","Yes",863,2014,10,3,6
"8907",3298700840,12.4818086469636,263500,"20140821T000000","2","1","1",750,4515,750,1942,0,0,0,"0",98106,"No","0","Yes",927,2014,8,3,6
"8908",3298700941,12.4684369099977,260000,"20140905T000000","3","1","1",1200,4592,800,1950,0,400,0,"0",98106,"No","0","Yes",912,2014,9,3,6
"8909",3298700946,12.7367008965923,340000,"20140725T000000","2","1","1",1090,6771,1090,1954,0,0,0,"0",98106,"No","0","Yes",954,2014,7,3,6
"8910",3298701025,11.8130300574206,135000,"20150427T000000","2","1","1",750,5217,750,1943,0,0,0,"0",98106,"No","0","Yes",678,2015,4,4,6
"8911",3298701066,12.3883942023241,240000,"20150506T000000","3","1","1.5",1230,2353,1230,1925,0,0,0,"0",98106,"No","0","Yes",669,2015,5,4,6
"8912",3298701070,12.1007121298723,180000,"20150225T000000","3","1","1.5",1090,6771,1090,1929,0,0,0,"0",98106,"No","0","Yes",739,2015,2,3,7
"8913",3298720010,12.8346813049525,375000,"20150412T000000","4","2.75","1",1430,7403,1030,1982,0,400,0,"0",98106,"No","0","Yes",693,2015,4,3,7
"8914",3298720030,13.2356920627113,560000,"20150417T000000","4","1.75","1",2150,8555,1460,1982,0,690,0,"2",98106,"No","0","Yes",688,2015,4,4,7
"8915",3299200075,12.971424201839,429950,"20150204T000000","4","1.75","1",1700,10230,1320,1959,0,380,0,"0",98133,"No","0","Yes",760,2015,2,3,8
"8916",3299200080,13.1577305212416,518000,"20141003T000000","4","2.75","1",2440,12051,1440,1966,0,1000,0,"0",98133,"No","0","Yes",884,2014,10,5,8
"8917",3299600040,13.610943392223,815000,"20150214T000000","3","2.5","2",3400,12442,3400,2001,0,0,0,"0",98075,"No","0","No",750,2015,2,3,9
"8918",3299600120,13.4559743817445,698000,"20140718T000000","4","2.5","2",2990,7231,2990,2001,0,0,0,"0",98075,"No","0","No",961,2014,7,3,9
"8919",3299610240,13.6762484906308,870000,"20150429T000000","4","2.5","2",3240,7621,3240,2003,0,0,0,"2",98075,"No","0","No",676,2015,4,3,9
"8920",3299610260,13.7621097812372,948000,"20150421T000000","3","2.5","2",3510,9824,3510,2002,0,0,0,"0",98075,"No","0","No",684,2015,4,3,9
"8921",3299710110,13.5696100195274,782000,"20140528T000000","4","3.5","2",3910,8095,3130,2007,0,780,0,"0",98029,"No","0","No",1012,2014,5,3,9
"8922",3300700470,12.8853110459039,394475,"20140514T000000","2","1","1",830,4000,830,1955,0,0,0,"0",98117,"No","0","Yes",1026,2014,5,3,6
"8923",3300700480,12.7068479334427,330000,"20140820T000000","2","1","1",880,4000,780,1937,0,100,0,"0",98117,"No","0","Yes",928,2014,8,3,6
"8924",3300701170,12.8866410438833,395000,"20140620T000000","3","1","1",1500,4000,900,1925,0,600,0,"0",98117,"No","0","Yes",989,2014,6,3,6
"8925",3300701185,13.1223633774043,5e+05,"20140925T000000","2","1","1",1510,4000,930,1924,0,580,0,"0",98117,"No","0","Yes",892,2014,9,3,6
"8926",3300701285,13.0214374588144,452000,"20140730T000000","3","1.5","1",1250,4000,1250,1955,0,0,0,"0",98117,"No","0","Yes",949,2014,7,3,7
"8927",3300701365,13.1426560806721,510250,"20140528T000000","3","1.75","1",1400,4000,870,1951,0,530,0,"0",98117,"No","0","Yes",1012,2014,5,3,7
"8928",3300701440,12.9214704350249,409000,"20140729T000000","2","1.75","1",1480,4000,740,1925,0,740,0,"0",98117,"No","0","Yes",950,2014,7,4,6
"8929",3300701575,13.0280526979331,455000,"20150422T000000","2","1","1",830,4000,830,1947,0,0,0,"0",98117,"No","0","Yes",683,2015,4,4,6
"8930",3300701615,13.3923905146174,655000,"20140930T000000","4","2.5","3",2630,4000,2630,2002,0,0,0,"0",98117,"No","0","Yes",887,2014,9,3,8
"8931",3300760020,13.2963166845278,595000,"20140826T000000","3","2","1",1530,6773,1530,1984,0,0,0,"0",98033,"No","0","No",922,2014,8,4,8
"8932",3300790540,12.586219945654,292500,"20150109T000000","3","2.25","2",1690,7320,1690,1987,0,0,0,"0",98198,"No","0","No",786,2015,1,3,7
"8933",3300790670,12.5425448821514,280000,"20140620T000000","3","2","1",1470,8089,1470,1987,0,0,0,"0",98198,"No","0","No",989,2014,6,3,7
"8934",3303000130,12.8212582846204,370000,"20150116T000000","3","2.25","1",1770,7667,1270,1966,0,500,0,"0",98177,"No","0","Yes",779,2015,1,3,8
"8938",3303100075,13.0024530807318,443500,"20141014T000000","3","2","1",1920,7598,1920,1972,0,0,0,"0",98177,"No","0","Yes",873,2014,10,4,8
"8939",3303230110,12.9574887342141,424000,"20140804T000000","3","1.75","1",1430,6818,1430,1972,0,0,0,"0",98034,"No","0","No",944,2014,8,5,7
"8940",3303700221,13.507625778195,735000,"20140627T000000","3","2.25","2",1490,1212,1040,2011,0,450,0,"0",98112,"No","0","Yes",982,2014,6,3,9
"8941",3303700376,13.4105453248978,667000,"20141201T000000","3","1","1.5",1400,1581,1400,1909,0,0,0,"0",98112,"No","0","Yes",825,2014,12,5,8
"8942",3303850290,14.1519827945855,1400000,"20150409T000000","5","4","2",4700,22326,4700,2002,0,0,0,"0",98006,"No","0","No",696,2015,4,3,11
"8943",3303850330,14.4573644441367,1900000,"20141216T000000","4","3.25","2",5080,27755,5080,2001,0,0,0,"0",98006,"No","0","No",810,2014,12,3,11
"8944",3303850360,14.0623706358958,1280000,"20140625T000000","4","3.5","2",4660,17398,4660,2003,0,0,0,"2",98006,"No","0","No",984,2014,6,3,11
"8945",3303850390,14.9074338584816,2980000,"20141212T000000","5","5.5","2",7400,18898,6290,2001,0,1110,0,"3",98006,"No","0","No",814,2014,12,3,13
"8946",3303860030,13.1123130415508,495000,"20141029T000000","4","2.5","2",4060,8547,2790,2007,0,1270,0,"0",98038,"No","0","No",858,2014,10,3,9
"8947",3303860130,13.0280526979331,455000,"20141203T000000","4","2.5","2",2811,7251,2811,2009,0,0,0,"0",98038,"No","0","No",823,2014,12,3,9
"8948",3303860160,12.9715404876697,430000,"20150224T000000","3","2.5","2",2670,12806,2670,2010,0,0,0,"0",98038,"No","0","No",740,2015,2,3,9
"8949",3303860460,13.1203613747337,499000,"20150415T000000","4","2.5","2",3100,5700,3100,2011,0,0,0,"0",98038,"No","0","No",690,2015,4,3,9
"8950",3303860590,13.0497926845695,465000,"20140627T000000","4","2.5","2",3060,6000,3060,2012,0,0,0,"0",98038,"No","0","No",982,2014,6,3,9
"8951",3303860630,13.0268431755469,454450,"20150427T000000","4","3","2",2810,6000,2810,2007,0,0,0,"0",98038,"No","0","No",678,2015,4,3,9
"8952",3303870050,13.2085410736454,545000,"20150303T000000","4","3.25","1",4386,12275,2356,2006,0,2030,0,"0",98092,"No","0","No",733,2015,3,3,10
"8953",3303900090,13.7079253472843,898000,"20141023T000000","3","2.25","1",2650,12845,1770,1977,0,880,0,"3",98034,"No","0","No",864,2014,10,3,9
"8954",3303910010,13.1993244185405,540000,"20150220T000000","3","2.5","2",1950,13227,1950,1978,0,0,0,"0",98034,"No","0","No",744,2015,2,4,9
"8955",3303950080,12.5845090812504,292000,"20141103T000000","3","2.5","2",1950,7421,1950,1996,0,0,0,"0",98038,"No","0","No",853,2014,11,3,8
"8956",3303950130,12.9360337992128,415000,"20141113T000000","3","2.5","2",2420,10733,2420,1996,0,0,0,"0",98038,"No","0","No",843,2014,11,3,8
"8957",3303950220,12.7612500268667,348450,"20140831T000000","4","2.5","2",1950,8628,1950,1994,0,0,0,"0",98038,"No","0","No",917,2014,8,3,8
"8958",3303950660,12.8739020181058,390000,"20140731T000000","3","3","1",2480,14141,1500,1994,0,980,0,"0",98038,"No","0","No",948,2014,7,3,8
"8959",3303950760,12.8989697948349,399900,"20140728T000000","4","2.5","2",2710,8127,2710,1994,0,0,0,"0",98038,"No","0","No",951,2014,7,3,8
"8960",3303951150,12.9597267939268,424950,"20150204T000000","4","2.5","2",2480,8563,2480,1992,0,0,0,"0",98038,"No","0","No",760,2015,2,3,8
"8961",3303951600,12.8211231403537,369950,"20140820T000000","4","2.5","2",1910,10221,1910,1994,0,0,0,"0",98038,"No","0","No",928,2014,8,3,8
"8962",3303960060,13.8831692064381,1070000,"20140619T000000","5","3.5","2",3990,9938,3990,2001,0,0,0,"0",98059,"No","0","No",990,2014,6,3,11
"8963",3303960080,13.787933790194,972800,"20150331T000000","5","3.25","2",3500,10457,3500,2001,0,0,0,"0",98059,"No","0","No",705,2015,3,3,11
"8964",3303960250,13.8643007221337,1050000,"20150507T000000","4","3.25","2",4020,11588,4020,2000,0,0,0,"0",98059,"No","0","No",668,2015,5,3,11
"8965",3303970100,13.6170596192404,820000,"20150306T000000","4","2.5","2",3260,26772,3260,2007,0,0,0,"0",98027,"No","0","No",730,2015,3,3,9
"8966",3303980090,13.8643007221337,1050000,"20150306T000000","4","2.5","2",4080,11054,4080,2001,0,0,0,"0",98059,"No","0","No",730,2015,3,3,11
"8967",3303980140,13.9552725003394,1150000,"20150402T000000","4","3","2",4160,13170,3040,2001,0,1120,0,"0",98059,"No","0","No",703,2015,4,3,11
"8968",3303980210,13.9288392432713,1120000,"20150427T000000","4","3.75","2",4040,14212,4040,2002,0,0,0,"0",98059,"No","0","No",678,2015,4,3,11
"8969",3303980470,13.9894638650877,1190000,"20141201T000000","4","3.25","2",3960,12895,3960,2001,0,0,0,"0",98059,"No","0","No",825,2014,12,3,11
"8970",3303980500,13.8450693602058,1030000,"20140905T000000","4","3.25","2",3780,11200,3780,2002,0,0,0,"0",98059,"No","0","No",912,2014,9,3,11
"8971",3303980520,13.9465388203707,1140000,"20150423T000000","4","3.25","2",4130,11444,4130,2001,0,0,0,"0",98059,"No","0","No",682,2015,4,3,11
"8972",3303980650,13.7483018082708,935000,"20140827T000000","4","3.5","2",3510,11200,3510,2001,0,0,0,"0",98059,"No","0","No",921,2014,8,3,11
"8973",3303980660,13.8831692064381,1070000,"20140603T000000","4","3.75","2",4130,12320,4130,2001,0,0,0,"0",98059,"No","0","No",1006,2014,6,3,11
"8974",3303980680,13.812506048944,997000,"20150228T000000","4","3.5","2",3430,13609,3430,2001,0,0,0,"0",98059,"No","0","No",736,2015,2,3,11
"8975",3303990030,13.6411571708195,840000,"20141027T000000","4","2.75","2",3040,13559,3040,2003,0,0,0,"0",98059,"No","0","No",860,2014,10,3,11
